method,oos_period,model,weight
equal,217,model_8,0.125
equal,218,model_1,0.125
equal,218,model_2,0.125
equal,218,model_3,0.125
equal,218,model_4,0.125
equal,218,model_5,0.125
equal,218,model_6,0.125
equal,218,model_7,0.125
equal,218,model_8,0.125
equal,219,model_1,0.125
equal,219,model_2,0.125
equal,219,model_3,0.125
equal,219,model_4,0.125
equal,219,model_5,0.125
equal,219,model_6,0.125
equal,219,model_7,0.125
equal,219,model_8,0.125
equal,220,model_1,0.125
equal,220,model_2,0.125
equal,220,model_3,0.125
equal,220,model_4,0.125
equal,220,model_5,0.125
equal,220,model_6,0.125
equal,220,model_7,0.125
equal,220,model_8,0.125
equal,221,model_1,0.125
equal,221,model_2,0.125
equal,221,model_3,0.125
equal,221,model_4,0.125
equal,221,model_5,0.125
equal,221,model_6,0.125
equal,221,model_7,0.125
equal,221,model_8,0.125
equal,222,model_1,0.125
equal,222,model_2,0.125
equal,222,model_3,0.125
equal,222,model_4,0.125
equal,222,model_5,0.125
equal,222,model_6,0.125
equal,222,model_7,0.125
equal,222,model_8,0.125
equal,223,model_1,0.125
equal,223,model_2,0.125
equal,223,model_3,0.125
equal,223,model_4,0.125
equal,223,model_5,0.125
equal,223,model_6,0.125
equal,223,model_7,0.125
equal,223,model_8,0.125
equal,224,model_1,0.125
equal,224,model_2,0.125
equal,224,model_3,0.125
equal,224,model_4,0.125
equal,224,model_5,0.125
equal,224,model_6,0.125
equal,224,model_7,0.125
equal,224,model_8,0.125
equal,225,model_1,0.125
equal,225,model_2,0.125
equal,225,model_3,0.125
equal,225,model_4,0.125
equal,225,model_5,0.125
equal,225,model_6,0.125
equal,225,model_7,0.125
equal,225,model_8,0.125
equal,226,model_1,0.125
equal,226,model_2,0.125
equal,226,model_3,0.125
equal,226,model_4,0.125
equal,226,model_5,0.125
equal,226,model_6,0.125
equal,226,model_7,0.125
equal,226,model_8,0.125
equal,227,model_1,0.125
equal,227,model_2,0.125
equal,227,model_3,0.125
equal,227,model_4,0.125
equal,227,model_5,0.125
equal,227,model_6,0.125
equal,227,model_7,0.125
equal,227,model_8,0.125
equal,228,model_1,0.125
equal,228,model_2,0.125
equal,228,model_3,0.125
equal,228,model_4,0.125
equal,228,model_5,0.125
equal,228,model_6,0.125
equal,228,model_7,0.125
equal,228,model_8,0.125
equal,229,model_1,0.125
equal,229,model_2,0.125
equal,229,model_3,0.125
equal,229,model_4,0.125
equal,229,model_5,0.125
equal,229,model_6,0.125
equal,229,model_7,0.125
equal,229,model_8,0.125
equal,230,model_1,0.125
equal,230,model_2,0.125
equal,230,model_3,0.125
equal,230,model_4,0.125
equal,230,model_5,0.125
equal,230,model_6,0.125
equal,230,model_7,0.125
equal,230,model_8,0.125
equal,231,model_1,0.125
equal,231,model_2,0.125
equal,231,model_3,0.125
equal,231,model_4,0.125
equal,231,model_5,0.125
equal,231,model_6,0.125
equal,231,model_7,0.125
equal,231,model_8,0.125
equal,232,model_1,0.125
equal,232,model_2,0.125
equal,232,model_3,0.125
equal,232,model_4,0.125
equal,232,model_5,0.125
equal,232,model_6,0.125
equal,232,model_7,0.125
equal,232,model_8,0.125
equal,233,model_1,0.125
equal,233,model_2,0.125
equal,233,model_3,0.125
equal,233,model_4,0.125
equal,233,model_5,0.125
equal,233,model_6,0.125
equal,233,model_7,0.125
equal,233,model_8,0.125
equal,234,model_1,0.125
equal,234,model_2,0.125
equal,234,model_3,0.125
equal,234,model_4,0.125
equal,234,model_5,0.125
equal,234,model_6,0.125
equal,234,model_7,0.125
equal,234,model_8,0.125
equal,235,model_1,0.125
equal,235,model_2,0.125
equal,235,model_3,0.125
equal,235,model_4,0.125
equal,235,model_5,0.125
equal,235,model_6,0.125
equal,235,model_7,0.125
equal,235,model_8,0.125
equal,236,model_1,0.125
equal,236,model_2,0.125
equal,236,model_3,0.125
equal,236,model_4,0.125
equal,236,model_5,0.125
equal,236,model_6,0.125
equal,236,model_7,0.125
equal,236,model_8,0.125
equal,237,model_1,0.125
equal,237,model_2,0.125
equal,237,model_3,0.125
equal,237,model_4,0.125
equal,237,model_5,0.125
equal,237,model_6,0.125
equal,237,model_7,0.125
equal,237,model_8,0.125
equal,238,model_1,0.125
equal,238,model_2,0.125
equal,238,model_3,0.125
equal,238,model_4,0.125
equal,238,model_5,0.125
equal,238,model_6,0.125
equal,238,model_7,0.125
equal,238,model_8,0.125
equal,239,model_1,0.125
equal,239,model_2,0.125
equal,239,model_3,0.125
equal,239,model_4,0.125
equal,239,model_5,0.125
equal,239,model_6,0.125
equal,239,model_7,0.125
equal,239,model_8,0.125
equal,240,model_1,0.125
equal,240,model_2,0.125
equal,240,model_3,0.125
equal,240,model_4,0.125
equal,240,model_5,0.125
equal,240,model_6,0.125
equal,240,model_7,0.125
equal,240,model_8,0.125
equal,241,model_1,0.125
equal,241,model_2,0.125
equal,241,model_3,0.125
equal,241,model_4,0.125
equal,241,model_5,0.125
equal,241,model_6,0.125
equal,241,model_7,0.125
equal,241,model_8,0.125
equal,242,model_1,0.125
equal,242,model_2,0.125
equal,242,model_3,0.125
equal,242,model_4,0.125
equal,242,model_5,0.125
equal,242,model_6,0.125
equal,242,model_7,0.125
equal,242,model_8,0.125
equal,243,model_1,0.125
equal,243,model_2,0.125
equal,243,model_3,0.125
equal,243,model_4,0.125
equal,243,model_5,0.125
equal,243,model_6,0.125
equal,243,model_7,0.125
equal,243,model_8,0.125
equal,244,model_1,0.125
equal,244,model_2,0.125
equal,244,model_3,0.125
equal,244,model_4,0.125
equal,244,model_5,0.125
equal,244,model_6,0.125
equal,244,model_7,0.125
equal,244,model_8,0.125
equal,245,model_1,0.125
equal,245,model_2,0.125
equal,245,model_3,0.125
equal,245,model_4,0.125
equal,245,model_5,0.125
equal,245,model_6,0.125
equal,245,model_7,0.125
equal,245,model_8,0.125
equal,246,model_1,0.125
equal,246,model_2,0.125
equal,246,model_3,0.125
equal,246,model_4,0.125
equal,246,model_5,0.125
equal,246,model_6,0.125
equal,246,model_7,0.125
equal,246,model_8,0.125
equal,247,model_1,0.125
equal,247,model_2,0.125
equal,247,model_3,0.125
equal,247,model_4,0.125
equal,247,model_5,0.125
equal,247,model_6,0.125
equal,247,model_7,0.125
equal,247,model_8,0.125
equal,248,model_1,0.125
equal,248,model_2,0.125
equal,248,model_3,0.125
equal,248,model_4,0.125
equal,248,model_5,0.125
equal,248,model_6,0.125
equal,248,model_7,0.125
equal,248,model_8,0.125
equal,249,model_1,0.125
equal,249,model_2,0.125
equal,249,model_3,0.125
equal,249,model_4,0.125
equal,249,model_5,0.125
equal,249,model_6,0.125
equal,249,model_7,0.125
equal,249,model_8,0.125
equal,250,model_1,0.125
equal,250,model_2,0.125
equal,250,model_3,0.125
equal,250,model_4,0.125
equal,250,model_5,0.125
equal,250,model_6,0.125
equal,250,model_7,0.125
equal,250,model_8,0.125
equal,251,model_1,0.125
equal,251,model_2,0.125
equal,251,model_3,0.125
equal,251,model_4,0.125
equal,251,model_5,0.125
equal,251,model_6,0.125
equal,251,model_7,0.125
equal,251,model_8,0.125
equal,252,model_1,0.125
equal,252,model_2,0.125
equal,252,model_3,0.125
equal,252,model_4,0.125
equal,252,model_5,0.125
equal,252,model_6,0.125
equal,252,model_7,0.125
equal,252,model_8,0.125
equal,253,model_1,0.125
equal,253,model_2,0.125
equal,253,model_3,0.125
equal,253,model_4,0.125
equal,253,model_5,0.125
equal,253,model_6,0.125
equal,253,model_7,0.125
equal,253,model_8,0.125
equal,254,model_1,0.125
equal,254,model_2,0.125
equal,254,model_3,0.125
equal,254,model_4,0.125
equal,254,model_5,0.125
equal,254,model_6,0.125
equal,254,model_7,0.125
equal,254,model_8,0.125
equal,255,model_1,0.125
equal,255,model_2,0.125
equal,255,model_3,0.125
equal,255,model_4,0.125
equal,255,model_5,0.125
equal,255,model_6,0.125
equal,255,model_7,0.125
equal,255,model_8,0.125
equal,256,model_1,0.125
equal,256,model_2,0.125
equal,256,model_3,0.125
equal,256,model_4,0.125
equal,256,model_5,0.125
equal,256,model_6,0.125
equal,256,model_7,0.125
equal,256,model_8,0.125
equal,257,model_1,0.125
equal,257,model_2,0.125
equal,257,model_3,0.125
equal,257,model_4,0.125
equal,257,model_5,0.125
equal,257,model_6,0.125
equal,257,model_7,0.125
equal,257,model_8,0.125
equal,258,model_1,0.125
equal,258,model_2,0.125
equal,258,model_3,0.125
equal,258,model_4,0.125
equal,258,model_5,0.125
equal,258,model_6,0.125
equal,258,model_7,0.125
equal,258,model_8,0.125
equal,259,model_1,0.125
equal,259,model_2,0.125
equal,259,model_3,0.125
equal,259,model_4,0.125
equal,259,model_5,0.125
equal,259,model_6,0.125
equal,259,model_7,0.125
equal,259,model_8,0.125
equal,260,model_1,0.125
equal,260,model_2,0.125
equal,260,model_3,0.125
equal,260,model_4,0.125
equal,260,model_5,0.125
equal,260,model_6,0.125
equal,260,model_7,0.125
equal,260,model_8,0.125
equal,261,model_1,0.125
equal,261,model_2,0.125
equal,261,model_3,0.125
equal,261,model_4,0.125
equal,261,model_5,0.125
equal,261,model_6,0.125
equal,261,model_7,0.125
equal,261,model_8,0.125
equal,262,model_1,0.125
equal,262,model_2,0.125
equal,262,model_3,0.125
equal,262,model_4,0.125
equal,262,model_5,0.125
equal,262,model_6,0.125
equal,262,model_7,0.125
equal,262,model_8,0.125
equal,263,model_1,0.125
equal,263,model_2,0.125
equal,263,model_3,0.125
equal,263,model_4,0.125
equal,263,model_5,0.125
equal,263,model_6,0.125
equal,263,model_7,0.125
equal,263,model_8,0.125
equal,264,model_1,0.125
equal,264,model_2,0.125
equal,264,model_3,0.125
equal,264,model_4,0.125
equal,264,model_5,0.125
equal,264,model_6,0.125
equal,264,model_7,0.125
equal,264,model_8,0.125
equal,265,model_1,0.125
equal,265,model_2,0.125
equal,265,model_3,0.125
equal,265,model_4,0.125
equal,265,model_5,0.125
equal,265,model_6,0.125
equal,265,model_7,0.125
equal,265,model_8,0.125
equal,266,model_1,0.125
equal,266,model_2,0.125
equal,266,model_3,0.125
equal,266,model_4,0.125
equal,266,model_5,0.125
equal,266,model_6,0.125
equal,266,model_7,0.125
equal,266,model_8,0.125
equal,267,model_1,0.125
equal,267,model_2,0.125
equal,267,model_3,0.125
equal,267,model_4,0.125
equal,267,model_5,0.125
equal,267,model_6,0.125
equal,267,model_7,0.125
equal,267,model_8,0.125
equal,268,model_1,0.125
equal,268,model_2,0.125
equal,268,model_3,0.125
equal,268,model_4,0.125
equal,268,model_5,0.125
equal,268,model_6,0.125
equal,268,model_7,0.125
equal,268,model_8,0.125
equal,269,model_1,0.125
equal,269,model_2,0.125
equal,269,model_3,0.125
equal,269,model_4,0.125
equal,269,model_5,0.125
equal,269,model_6,0.125
equal,269,model_7,0.125
equal,269,model_8,0.125
equal,270,model_1,0.125
equal,270,model_2,0.125
equal,270,model_3,0.125
equal,270,model_4,0.125
equal,270,model_5,0.125
equal,270,model_6,0.125
equal,270,model_7,0.125
equal,270,model_8,0.125
equal,271,model_1,0.125
equal,271,model_2,0.125
equal,271,model_3,0.125
equal,271,model_4,0.125
equal,271,model_5,0.125
equal,271,model_6,0.125
equal,271,model_7,0.125
equal,271,model_8,0.125
equal,272,model_1,0.125
equal,272,model_2,0.125
equal,272,model_3,0.125
equal,272,model_4,0.125
equal,272,model_5,0.125
equal,272,model_6,0.125
equal,272,model_7,0.125
equal,272,model_8,0.125
equal,273,model_1,0.125
equal,273,model_2,0.125
equal,273,model_3,0.125
equal,273,model_4,0.125
equal,273,model_5,0.125
equal,273,model_6,0.125
equal,273,model_7,0.125
equal,273,model_8,0.125
equal,274,model_1,0.125
equal,274,model_2,0.125
equal,274,model_3,0.125
equal,274,model_4,0.125
equal,274,model_5,0.125
equal,274,model_6,0.125
equal,274,model_7,0.125
equal,274,model_8,0.125
equal,275,model_1,0.125
equal,275,model_2,0.125
equal,275,model_3,0.125
equal,275,model_4,0.125
equal,275,model_5,0.125
equal,275,model_6,0.125
equal,275,model_7,0.125
equal,275,model_8,0.125
equal,276,model_1,0.125
equal,276,model_2,0.125
equal,276,model_3,0.125
equal,276,model_4,0.125
equal,276,model_5,0.125
equal,276,model_6,0.125
equal,276,model_7,0.125
equal,276,model_8,0.125
equal,277,model_1,0.125
equal,277,model_2,0.125
equal,277,model_3,0.125
equal,277,model_4,0.125
equal,277,model_5,0.125
equal,277,model_6,0.125
equal,277,model_7,0.125
equal,277,model_8,0.125
equal,278,model_1,0.125
equal,278,model_2,0.125
equal,278,model_3,0.125
equal,278,model_4,0.125
equal,278,model_5,0.125
equal,278,model_6,0.125
equal,278,model_7,0.125
equal,278,model_8,0.125
equal,279,model_1,0.125
equal,279,model_2,0.125
equal,279,model_3,0.125
equal,279,model_4,0.125
equal,279,model_5,0.125
equal,279,model_6,0.125
equal,279,model_7,0.125
equal,279,model_8,0.125
equal,280,model_1,0.125
equal,280,model_2,0.125
equal,280,model_3,0.125
equal,280,model_4,0.125
equal,280,model_5,0.125
equal,280,model_6,0.125
equal,280,model_7,0.125
equal,280,model_8,0.125
equal,281,model_1,0.125
equal,281,model_2,0.125
equal,281,model_3,0.125
equal,281,model_4,0.125
equal,281,model_5,0.125
equal,281,model_6,0.125
equal,281,model_7,0.125
equal,281,model_8,0.125
equal,282,model_1,0.125
equal,282,model_2,0.125
equal,282,model_3,0.125
equal,282,model_4,0.125
equal,282,model_5,0.125
equal,282,model_6,0.125
equal,282,model_7,0.125
equal,282,model_8,0.125
equal,283,model_1,0.125
equal,283,model_2,0.125
equal,283,model_3,0.125
equal,283,model_4,0.125
equal,283,model_5,0.125
equal,283,model_6,0.125
equal,283,model_7,0.125
equal,283,model_8,0.125
equal,284,model_1,0.125
equal,284,model_2,0.125
equal,284,model_3,0.125
equal,284,model_4,0.125
equal,284,model_5,0.125
equal,284,model_6,0.125
equal,284,model_7,0.125
equal,284,model_8,0.125
equal,285,model_1,0.125
equal,285,model_2,0.125
equal,285,model_3,0.125
equal,285,model_4,0.125
equal,285,model_5,0.125
equal,285,model_6,0.125
equal,285,model_7,0.125
equal,285,model_8,0.125
equal,286,model_1,0.125
equal,286,model_2,0.125
equal,286,model_3,0.125
equal,286,model_4,0.125
equal,286,model_5,0.125
equal,286,model_6,0.125
equal,286,model_7,0.125
equal,286,model_8,0.125
equal,287,model_1,0.125
equal,287,model_2,0.125
equal,287,model_3,0.125
equal,287,model_4,0.125
equal,287,model_5,0.125
equal,287,model_6,0.125
equal,287,model_7,0.125
equal,287,model_8,0.125
equal,288,model_1,0.125
equal,288,model_2,0.125
equal,288,model_3,0.125
equal,288,model_4,0.125
equal,288,model_5,0.125
equal,288,model_6,0.125
equal,288,model_7,0.125
equal,288,model_8,0.125
equal,289,model_1,0.125
equal,289,model_2,0.125
equal,289,model_3,0.125
equal,289,model_4,0.125
equal,289,model_5,0.125
equal,289,model_6,0.125
equal,289,model_7,0.125
equal,289,model_8,0.125
equal,290,model_1,0.125
equal,290,model_2,0.125
equal,290,model_3,0.125
equal,290,model_4,0.125
equal,290,model_5,0.125
equal,290,model_6,0.125
equal,290,model_7,0.125
equal,290,model_8,0.125
equal,291,model_1,0.125
equal,291,model_2,0.125
equal,291,model_3,0.125
equal,291,model_4,0.125
equal,291,model_5,0.125
equal,291,model_6,0.125
equal,291,model_7,0.125
equal,291,model_8,0.125
equal,292,model_1,0.125
equal,292,model_2,0.125
equal,292,model_3,0.125
equal,292,model_4,0.125
equal,292,model_5,0.125
equal,292,model_6,0.125
equal,292,model_7,0.125
equal,292,model_8,0.125
equal,293,model_1,0.125
equal,293,model_2,0.125
equal,293,model_3,0.125
equal,293,model_4,0.125
equal,293,model_5,0.125
equal,293,model_6,0.125
equal,293,model_7,0.125
equal,293,model_8,0.125
equal,294,model_1,0.125
equal,294,model_2,0.125
equal,294,model_3,0.125
equal,294,model_4,0.125
equal,294,model_5,0.125
equal,294,model_6,0.125
equal,294,model_7,0.125
equal,294,model_8,0.125
equal,295,model_1,0.125
equal,295,model_2,0.125
equal,295,model_3,0.125
equal,295,model_4,0.125
equal,295,model_5,0.125
equal,295,model_6,0.125
equal,295,model_7,0.125
equal,295,model_8,0.125
equal,296,model_1,0.125
equal,296,model_2,0.125
equal,296,model_3,0.125
equal,296,model_4,0.125
equal,296,model_5,0.125
equal,296,model_6,0.125
equal,296,model_7,0.125
equal,296,model_8,0.125
equal,297,model_1,0.125
equal,297,model_2,0.125
equal,297,model_3,0.125
equal,297,model_4,0.125
equal,297,model_5,0.125
equal,297,model_6,0.125
equal,297,model_7,0.125
equal,297,model_8,0.125
equal,298,model_1,0.125
equal,298,model_2,0.125
equal,298,model_3,0.125
equal,298,model_4,0.125
equal,298,model_5,0.125
equal,298,model_6,0.125
equal,298,model_7,0.125
equal,298,model_8,0.125
equal,299,model_1,0.125
equal,299,model_2,0.125
equal,299,model_3,0.125
equal,299,model_4,0.125
equal,299,model_5,0.125
equal,299,model_6,0.125
equal,299,model_7,0.125
equal,299,model_8,0.125
equal,300,model_1,0.125
equal,300,model_2,0.125
equal,300,model_3,0.125
equal,300,model_4,0.125
equal,300,model_5,0.125
equal,300,model_6,0.125
equal,300,model_7,0.125
equal,300,model_8,0.125
equal,301,model_1,0.125
equal,301,model_2,0.125
equal,301,model_3,0.125
equal,301,model_4,0.125
equal,301,model_5,0.125
equal,301,model_6,0.125
equal,301,model_7,0.125
equal,301,model_8,0.125
equal,302,model_1,0.125
equal,302,model_2,0.125
equal,302,model_3,0.125
equal,302,model_4,0.125
equal,302,model_5,0.125
equal,302,model_6,0.125
equal,302,model_7,0.125
equal,302,model_8,0.125
equal,303,model_1,0.125
equal,303,model_2,0.125
equal,303,model_3,0.125
equal,303,model_4,0.125
equal,303,model_5,0.125
equal,303,model_6,0.125
equal,303,model_7,0.125
equal,303,model_8,0.125
equal,304,model_1,0.125
equal,304,model_2,0.125
equal,304,model_3,0.125
equal,304,model_4,0.125
equal,304,model_5,0.125
equal,304,model_6,0.125
equal,304,model_7,0.125
equal,304,model_8,0.125
equal,305,model_1,0.125
equal,305,model_2,0.125
equal,305,model_3,0.125
equal,305,model_4,0.125
equal,305,model_5,0.125
equal,305,model_6,0.125
equal,305,model_7,0.125
equal,305,model_8,0.125
equal,306,model_1,0.125
equal,306,model_2,0.125
equal,306,model_3,0.125
equal,306,model_4,0.125
equal,306,model_5,0.125
equal,306,model_6,0.125
equal,306,model_7,0.125
equal,306,model_8,0.125
equal,307,model_1,0.125
equal,307,model_2,0.125
equal,307,model_3,0.125
equal,307,model_4,0.125
equal,307,model_5,0.125
equal,307,model_6,0.125
equal,307,model_7,0.125
equal,307,model_8,0.125
equal,308,model_1,0.125
equal,308,model_2,0.125
equal,308,model_3,0.125
equal,308,model_4,0.125
equal,308,model_5,0.125
equal,308,model_6,0.125
equal,308,model_7,0.125
equal,308,model_8,0.125
equal,309,model_1,0.125
equal,309,model_2,0.125
equal,309,model_3,0.125
equal,309,model_4,0.125
equal,309,model_5,0.125
equal,309,model_6,0.125
equal,309,model_7,0.125
equal,309,model_8,0.125
equal,310,model_1,0.125
equal,310,model_2,0.125
equal,310,model_3,0.125
equal,310,model_4,0.125
equal,310,model_5,0.125
equal,310,model_6,0.125
equal,310,model_7,0.125
equal,310,model_8,0.125
equal,311,model_1,0.125
equal,311,model_2,0.125
equal,311,model_3,0.125
equal,311,model_4,0.125
equal,311,model_5,0.125
equal,311,model_6,0.125
equal,311,model_7,0.125
equal,311,model_8,0.125
equal,312,model_1,0.125
equal,312,model_2,0.125
equal,312,model_3,0.125
equal,312,model_4,0.125
equal,312,model_5,0.125
equal,312,model_6,0.125
equal,312,model_7,0.125
equal,312,model_8,0.125
equal,313,model_1,0.125
equal,313,model_2,0.125
equal,313,model_3,0.125
equal,313,model_4,0.125
equal,313,model_5,0.125
equal,313,model_6,0.125
equal,313,model_7,0.125
equal,313,model_8,0.125
equal,314,model_1,0.125
equal,314,model_2,0.125
equal,314,model_3,0.125
equal,314,model_4,0.125
equal,314,model_5,0.125
equal,314,model_6,0.125
equal,314,model_7,0.125
equal,314,model_8,0.125
equal,315,model_1,0.125
equal,315,model_2,0.125
equal,315,model_3,0.125
equal,315,model_4,0.125
equal,315,model_5,0.125
equal,315,model_6,0.125
equal,315,model_7,0.125
equal,315,model_8,0.125
equal,316,model_1,0.125
equal,316,model_2,0.125
equal,316,model_3,0.125
equal,316,model_4,0.125
equal,316,model_5,0.125
equal,316,model_6,0.125
equal,316,model_7,0.125
equal,316,model_8,0.125
equal,317,model_1,0.125
equal,317,model_2,0.125
equal,317,model_3,0.125
equal,317,model_4,0.125
equal,317,model_5,0.125
equal,317,model_6,0.125
equal,317,model_7,0.125
equal,317,model_8,0.125
equal,318,model_1,0.125
equal,318,model_2,0.125
equal,318,model_3,0.125
equal,318,model_4,0.125
equal,318,model_5,0.125
equal,318,model_6,0.125
equal,318,model_7,0.125
equal,318,model_8,0.125
equal,319,model_1,0.125
equal,319,model_2,0.125
equal,319,model_3,0.125
equal,319,model_4,0.125
equal,319,model_5,0.125
equal,319,model_6,0.125
equal,319,model_7,0.125
equal,319,model_8,0.125
equal,320,model_1,0.125
equal,320,model_2,0.125
equal,320,model_3,0.125
equal,320,model_4,0.125
equal,320,model_5,0.125
equal,320,model_6,0.125
equal,320,model_7,0.125
equal,320,model_8,0.125
equal,321,model_1,0.125
equal,321,model_2,0.125
equal,321,model_3,0.125
equal,321,model_4,0.125
equal,321,model_5,0.125
equal,321,model_6,0.125
equal,321,model_7,0.125
equal,321,model_8,0.125
equal,322,model_1,0.125
equal,322,model_2,0.125
equal,322,model_3,0.125
equal,322,model_4,0.125
equal,322,model_5,0.125
equal,322,model_6,0.125
equal,322,model_7,0.125
equal,322,model_8,0.125
equal,323,model_1,0.125
equal,323,model_2,0.125
equal,323,model_3,0.125
equal,323,model_4,0.125
equal,323,model_5,0.125
equal,323,model_6,0.125
equal,323,model_7,0.125
equal,323,model_8,0.125
equal,324,model_1,0.125
equal,324,model_2,0.125
equal,324,model_3,0.125
equal,324,model_4,0.125
equal,324,model_5,0.125
equal,324,model_6,0.125
equal,324,model_7,0.125
equal,324,model_8,0.125
equal,325,model_1,0.125
equal,325,model_2,0.125
equal,325,model_3,0.125
equal,325,model_4,0.125
equal,325,model_5,0.125
equal,325,model_6,0.125
equal,325,model_7,0.125
equal,325,model_8,0.125
equal,326,model_1,0.125
equal,326,model_2,0.125
equal,326,model_3,0.125
equal,326,model_4,0.125
equal,326,model_5,0.125
equal,326,model_6,0.125
equal,326,model_7,0.125
equal,326,model_8,0.125
equal,327,model_1,0.125
equal,327,model_2,0.125
equal,327,model_3,0.125
equal,327,model_4,0.125
equal,327,model_5,0.125
equal,327,model_6,0.125
equal,327,model_7,0.125
equal,327,model_8,0.125
equal,328,model_1,0.125
equal,328,model_2,0.125
equal,328,model_3,0.125
equal,328,model_4,0.125
equal,328,model_5,0.125
equal,328,model_6,0.125
equal,328,model_7,0.125
equal,328,model_8,0.125
equal,329,model_1,0.125
equal,329,model_2,0.125
equal,329,model_3,0.125
equal,329,model_4,0.125
equal,329,model_5,0.125
equal,329,model_6,0.125
equal,329,model_7,0.125
equal,329,model_8,0.125
equal,330,model_1,0.125
equal,330,model_2,0.125
equal,330,model_3,0.125
equal,330,model_4,0.125
equal,330,model_5,0.125
equal,330,model_6,0.125
equal,330,model_7,0.125
equal,330,model_8,0.125
equal,331,model_1,0.125
equal,331,model_2,0.125
equal,331,model_3,0.125
equal,331,model_4,0.125
equal,331,model_5,0.125
equal,331,model_6,0.125
equal,331,model_7,0.125
equal,331,model_8,0.125
equal,332,model_1,0.125
equal,332,model_2,0.125
equal,332,model_3,0.125
equal,332,model_4,0.125
equal,332,model_5,0.125
equal,332,model_6,0.125
equal,332,model_7,0.125
equal,332,model_8,0.125
equal,333,model_1,0.125
equal,333,model_2,0.125
equal,333,model_3,0.125
equal,333,model_4,0.125
equal,333,model_5,0.125
equal,333,model_6,0.125
equal,333,model_7,0.125
equal,333,model_8,0.125
equal,334,model_1,0.125
equal,334,model_2,0.125
equal,334,model_3,0.125
equal,334,model_4,0.125
equal,334,model_5,0.125
equal,334,model_6,0.125
equal,334,model_7,0.125
equal,334,model_8,0.125
equal,335,model_1,0.125
equal,335,model_2,0.125
equal,335,model_3,0.125
equal,335,model_4,0.125
equal,335,model_5,0.125
equal,335,model_6,0.125
equal,335,model_7,0.125
equal,335,model_8,0.125
equal,336,model_1,0.125
equal,336,model_2,0.125
equal,336,model_3,0.125
equal,336,model_4,0.125
equal,336,model_5,0.125
equal,336,model_6,0.125
equal,336,model_7,0.125
equal,336,model_8,0.125
equal,337,model_1,0.125
equal,337,model_2,0.125
equal,337,model_3,0.125
equal,337,model_4,0.125
equal,337,model_5,0.125
equal,337,model_6,0.125
equal,337,model_7,0.125
equal,337,model_8,0.125
equal,338,model_1,0.125
equal,338,model_2,0.125
equal,338,model_3,0.125
equal,338,model_4,0.125
equal,338,model_5,0.125
equal,338,model_6,0.125
equal,338,model_7,0.125
equal,338,model_8,0.125
equal,339,model_1,0.125
equal,339,model_2,0.125
equal,339,model_3,0.125
equal,339,model_4,0.125
equal,339,model_5,0.125
equal,339,model_6,0.125
equal,339,model_7,0.125
equal,339,model_8,0.125
equal,340,model_1,0.125
equal,340,model_2,0.125
equal,340,model_3,0.125
equal,340,model_4,0.125
equal,340,model_5,0.125
equal,340,model_6,0.125
equal,340,model_7,0.125
equal,340,model_8,0.125
equal,341,model_1,0.125
equal,341,model_2,0.125
equal,341,model_3,0.125
equal,341,model_4,0.125
equal,341,model_5,0.125
equal,341,model_6,0.125
equal,341,model_7,0.125
equal,341,model_8,0.125
equal,342,model_1,0.125
equal,342,model_2,0.125
equal,342,model_3,0.125
equal,342,model_4,0.125
equal,342,model_5,0.125
equal,342,model_6,0.125
equal,342,model_7,0.125
equal,342,model_8,0.125
equal,343,model_1,0.125
equal,343,model_2,0.125
equal,343,model_3,0.125
equal,343,model_4,0.125
equal,343,model_5,0.125
equal,343,model_6,0.125
equal,343,model_7,0.125
equal,343,model_8,0.125
equal,344,model_1,0.125
equal,344,model_2,0.125
equal,344,model_3,0.125
equal,344,model_4,0.125
equal,344,model_5,0.125
equal,344,model_6,0.125
equal,344,model_7,0.125
equal,344,model_8,0.125
equal,345,model_1,0.125
equal,345,model_2,0.125
equal,345,model_3,0.125
equal,345,model_4,0.125
equal,345,model_5,0.125
equal,345,model_6,0.125
equal,345,model_7,0.125
equal,345,model_8,0.125
equal,346,model_1,0.125
equal,346,model_2,0.125
equal,346,model_3,0.125
equal,346,model_4,0.125
equal,346,model_5,0.125
equal,346,model_6,0.125
equal,346,model_7,0.125
equal,346,model_8,0.125
equal,347,model_1,0.125
equal,347,model_2,0.125
equal,347,model_3,0.125
equal,347,model_4,0.125
equal,347,model_5,0.125
equal,347,model_6,0.125
equal,347,model_7,0.125
equal,347,model_8,0.125
equal,348,model_1,0.125
equal,348,model_2,0.125
equal,348,model_3,0.125
equal,348,model_4,0.125
equal,348,model_5,0.125
equal,348,model_6,0.125
equal,348,model_7,0.125
equal,348,model_8,0.125
equal,349,model_1,0.125
equal,349,model_2,0.125
equal,349,model_3,0.125
equal,349,model_4,0.125
equal,349,model_5,0.125
equal,349,model_6,0.125
equal,349,model_7,0.125
equal,349,model_8,0.125
equal,350,model_1,0.125
equal,350,model_2,0.125
equal,350,model_3,0.125
equal,350,model_4,0.125
equal,350,model_5,0.125
equal,350,model_6,0.125
equal,350,model_7,0.125
equal,350,model_8,0.125
equal,351,model_1,0.125
equal,351,model_2,0.125
equal,351,model_3,0.125
equal,351,model_4,0.125
equal,351,model_5,0.125
equal,351,model_6,0.125
equal,351,model_7,0.125
equal,351,model_8,0.125
equal,352,model_1,0.125
equal,352,model_2,0.125
equal,352,model_3,0.125
